year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
2009,final,dk,dk,dk,dk,0,,
2009,final,dk,md,dk,md,0,,
2009,final,dk,pt,dk,pt,0,,
2009,final,dk,il,dk,il,0,,
2009,final,dk,al,dk,al,0,,
2009,final,dk,hr,dk,hr,0,,
2009,final,dk,ro,dk,ro,0,,
2009,final,dk,de,dk,de,7,,
2009,final,dk,se,dk,se,4,,
2009,final,dk,mt,dk,mt,0,,
2009,final,dk,lt,dk,lt,1,,
2009,final,dk,es,dk,es,0,,
2009,final,dk,fi,dk,fi,0,,
2009,final,ee,no,ee,no,12,,
2009,final,ee,is,ee,is,8,,
2009,final,ee,az,ee,az,7,,
2009,final,ee,tr,ee,tr,0,,
2009,final,ee,gb,ee,gb,0,,
2009,final,ee,ee,ee,ee,0,,
2009,final,ee,gr,ee,gr,0,,
2009,final,ee,fr,ee,fr,0,,
2009,final,ee,ba,ee,ba,0,,
2009,final,ee,am,ee,am,0,,
2009,final,ee,ru,ee,ru,10,,
2009,final,ee,ua,ee,ua,0,,
2009,final,ee,dk,ee,dk,0,,
2009,final,ee,md,ee,md,0,,
2009,final,ee,pt,ee,pt,3,,
2009,final,ee,il,ee,il,5,,
2009,final,ee,al,ee,al,1,,
2009,final,ee,hr,ee,hr,0,,
2009,final,ee,ro,ee,ro,0,,
2009,final,ee,de,ee,de,0,,
2009,final,ee,se,ee,se,6,,
2009,final,ee,mt,ee,mt,0,,
2009,final,ee,lt,ee,lt,2,,
2009,final,ee,es,ee,es,0,,
2009,final,ee,fi,ee,fi,4,,
2009,final,fi,no,fi,no,8,,
2009,final,fi,is,fi,is,10,,
2009,final,fi,az,fi,az,2,,
2009,final,fi,tr,fi,tr,5,,
2009,final,fi,gb,fi,gb,0,,
2009,final,fi,ee,fi,ee,12,,
2009,final,fi,gr,fi,gr,0,,
2009,final,fi,fr,fi,fr,4,,
2009,final,fi,ba,fi,ba,6,,
2009,final,fi,am,fi,am,1,,
2009,final,fi,ru,fi,ru,0,,
2009,final,fi,ua,fi,ua,0,,
2009,final,fi,dk,fi,dk,0,,
2009,final,fi,md,fi,md,0,,
2009,final,fi,pt,fi,pt,0,,
2009,final,fi,il,fi,il,0,,
2009,final,fi,al,fi,al,0,,
2009,final,fi,hr,fi,hr,0,,
2009,final,fi,ro,fi,ro,0,,
2009,final,fi,de,fi,de,0,,
2009,final,fi,se,fi,se,7,,
2009,final,fi,mt,fi,mt,3,,
2009,final,fi,lt,fi,lt,0,,
2009,final,fi,es,fi,es,0,,
2009,final,fi,fi,fi,fi,0,,
2009,final,fr,no,fr,no,8,,
2009,final,fr,is,fr,is,0,,
2009,final,fr,az,fr,az,1,,
2009,final,fr,tr,fr,tr,12,,
2009,final,fr,gb,fr,gb,4,,
2009,final,fr,ee,fr,ee,0,,
2009,final,fr,gr,fr,gr,0,,
2009,final,fr,fr,fr,fr,0,,
2009,final,fr,ba,fr,ba,0,,
2009,final,fr,am,fr,am,6,,
2009,final,fr,ru,fr,ru,0,,
2009,final,fr,ua,fr,ua,0,,
2009,final,fr,dk,fr,dk,5,,
2009,final,fr,md,fr,md,0,,
2009,final,fr,pt,fr,pt,7,,
2009,final,fr,il,fr,il,10,,
2009,final,fr,al,fr,al,0,,
2009,final,fr,hr,fr,hr,0,,
2009,final,fr,ro,fr,ro,0,,
2009,final,fr,de,fr,de,3,,
2009,final,fr,se,fr,se,2,,
2009,final,fr,mt,fr,mt,0,,
2009,final,fr,lt,fr,lt,0,,
2009,final,fr,es,fr,es,0,,
2009,final,fr,fi,fr,fi,0,,
2009,final,de,no,de,no,12,,
2009,final,de,is,de,is,7,,
2009,final,de,az,de,az,0,,
2009,final,de,tr,de,tr,10,,
2009,final,de,gb,de,gb,8,,
2009,final,de,ee,de,ee,1,,
2009,final,de,gr,de,gr,6,,
2009,final,de,fr,de,fr,3,,
2009,final,de,ba,de,ba,2,,
2009,final,de,am,de,am,0,,
2009,final,de,ru,de,ru,5,,
2009,final,de,ua,de,ua,0,,
2009,final,de,dk,de,dk,0,,
2009,final,de,md,de,md,0,,
2009,final,de,pt,de,pt,0,,
2009,final,de,il,de,il,0,,
2009,final,de,al,de,al,0,,
2009,final,de,hr,de,hr,0,,
2009,final,de,ro,de,ro,0,,
2009,final,de,de,de,de,0,,
2009,final,de,se,de,se,0,,
2009,final,de,mt,de,mt,4,,
2009,final,de,lt,de,lt,0,,
2009,final,de,es,de,es,0,,
2009,final,de,fi,de,fi,0,,
2009,final,gr,no,gr,no,10,,
2009,final,gr,is,gr,is,4,,
2009,final,gr,az,gr,az,8,,
2009,final,gr,tr,gr,tr,3,,
2009,final,gr,gb,gr,gb,12,,
2009,final,gr,ee,gr,ee,5,,
2009,final,gr,gr,gr,gr,0,,
2009,final,gr,fr,gr,fr,6,,
2009,final,gr,ba,gr,ba,0,,
2009,final,gr,am,gr,am,0,,
2009,final,gr,ru,gr,ru,0,,
2009,final,gr,ua,gr,ua,0,,
2009,final,gr,dk,gr,dk,0,,
2009,final,gr,md,gr,md,0,,
2009,final,gr,pt,gr,pt,0,,
2009,final,gr,il,gr,il,0,,
2009,final,gr,al,gr,al,7,,
2009,final,gr,hr,gr,hr,2,,
2009,final,gr,ro,gr,ro,0,,
2009,final,gr,de,gr,de,0,,
2009,final,gr,se,gr,se,0,,
2009,final,gr,mt,gr,mt,0,,
2009,final,gr,lt,gr,lt,0,,
2009,final,gr,es,gr,es,1,,
2009,final,gr,fi,gr,fi,0,,
2009,final,hu,no,hu,no,12,,
2009,final,hu,is,hu,is,7,,
2009,final,hu,az,hu,az,10,,
2009,final,hu,tr,hu,tr,5,,
2009,final,hu,gb,hu,gb,1,,
2009,final,hu,ee,hu,ee,6,,
2009,final,hu,gr,hu,gr,4,,
2009,final,hu,fr,hu,fr,0,,
2009,final,hu,ba,hu,ba,0,,
2009,final,hu,am,hu,am,0,,
2009,final,hu,ru,hu,ru,0,,
2009,final,hu,ua,hu,ua,8,,
2009,final,hu,dk,hu,dk,3,,
2009,final,hu,md,hu,md,0,,
2009,final,hu,pt,hu,pt,0,,
2009,final,hu,il,hu,il,0,,
2009,final,hu,al,hu,al,2,,
2009,final,hu,hr,hu,hr,0,,
2009,final,hu,ro,hu,ro,0,,
2009,final,hu,de,hu,de,0,,
2009,final,hu,se,hu,se,0,,
2009,final,hu,mt,hu,mt,0,,
2009,final,hu,lt,hu,lt,0,,
2009,final,hu,es,hu,es,0,,
2009,final,hu,fi,hu,fi,0,,
2009,final,is,no,is,no,12,,
2009,final,is,is,is,is,0,,
2009,final,is,az,is,az,0,,
2009,final,is,tr,is,tr,0,,
2009,final,is,gb,is,gb,0,,
2009,final,is,ee,is,ee,10,,
2009,final,is,gr,is,gr,0,,
2009,final,is,fr,is,fr,6,,
2009,final,is,ba,is,ba,2,,
2009,final,is,am,is,am,5,,
2009,final,is,ru,is,ru,0,,
2009,final,is,ua,is,ua,0,,
2009,final,is,dk,is,dk,4,,
2009,final,is,md,is,md,0,,
2009,final,is,pt,is,pt,7,,
2009,final,is,il,is,il,0,,
2009,final,is,al,is,al,0,,
2009,final,is,hr,is,hr,1,,
2009,final,is,ro,is,ro,0,,
2009,final,is,de,is,de,0,,
2009,final,is,se,is,se,3,,
2009,final,is,mt,is,mt,0,,
2009,final,is,lt,is,lt,0,,
2009,final,is,es,is,es,0,,
2009,final,is,fi,is,fi,8,,
2009,final,ie,no,ie,no,8,,
2009,final,ie,is,ie,is,12,,
2009,final,ie,az,ie,az,0,,
2009,final,ie,tr,ie,tr,0,,
2009,final,ie,gb,ie,gb,10,,
2009,final,ie,ee,ie,ee,6,,
2009,final,ie,gr,ie,gr,0,,
2009,final,ie,fr,ie,fr,3,,
2009,final,ie,ba,ie,ba,0,,
2009,final,ie,am,ie,am,0,,
2009,final,ie,ru,ie,ru,0,,
2009,final,ie,ua,ie,ua,0,,
2009,final,ie,dk,ie,dk,4,,
2009,final,ie,md,ie,md,0,,
2009,final,ie,pt,ie,pt,0,,
2009,final,ie,il,ie,il,0,,
2009,final,ie,al,ie,al,0,,
2009,final,ie,hr,ie,hr,0,,
2009,final,ie,ro,ie,ro,2,,
2009,final,ie,de,ie,de,1,,
2009,final,ie,se,ie,se,0,,
2009,final,ie,mt,ie,mt,5,,
2009,final,ie,lt,ie,lt,7,,
2009,final,ie,es,ie,es,0,,
2009,final,ie,fi,ie,fi,0,,
2009,final,il,no,il,no,12,,
2009,final,il,is,il,is,10,,
2009,final,il,az,il,az,6,,
2009,final,il,tr,il,tr,3,,
2009,final,il,gb,il,gb,4,,
2009,final,il,ee,il,ee,0,,
2009,final,il,gr,il,gr,0,,
2009,final,il,fr,il,fr,5,,
2009,final,il,ba,il,ba,0,,
2009,final,il,am,il,am,8,,
2009,final,il,ru,il,ru,7,,
2009,final,il,ua,il,ua,2,,
2009,final,il,dk,il,dk,0,,
2009,final,il,md,il,md,1,,
2009,final,il,pt,il,pt,0,,
2009,final,il,il,il,il,0,,
2009,final,il,al,il,al,0,,
2009,final,il,hr,il,hr,0,,
2009,final,il,ro,il,ro,0,,
2009,final,il,de,il,de,0,,
2009,final,il,se,il,se,0,,
2009,final,il,mt,il,mt,0,,
2009,final,il,lt,il,lt,0,,
2009,final,il,es,il,es,0,,
2009,final,il,fi,il,fi,0,,
2009,final,lv,no,lv,no,12,,
2009,final,lv,is,lv,is,8,,
2009,final,lv,az,lv,az,4,,
2009,final,lv,tr,lv,tr,0,,
2009,final,lv,gb,lv,gb,2,,
2009,final,lv,ee,lv,ee,10,,
2009,final,lv,gr,lv,gr,0,,
2009,final,lv,fr,lv,fr,5,,
2009,final,lv,ba,lv,ba,0,,
2009,final,lv,am,lv,am,0,,
2009,final,lv,ru,lv,ru,6,,
2009,final,lv,ua,lv,ua,0,,
2009,final,lv,dk,lv,dk,3,,
2009,final,lv,md,lv,md,0,,
2009,final,lv,pt,lv,pt,0,,
2009,final,lv,il,lv,il,0,,
2009,final,lv,al,lv,al,0,,
2009,final,lv,hr,lv,hr,0,,
2009,final,lv,ro,lv,ro,0,,
2009,final,lv,de,lv,de,0,,
2009,final,lv,se,lv,se,0,,
2009,final,lv,mt,lv,mt,1,,
2009,final,lv,lt,lv,lt,7,,
2009,final,lv,es,lv,es,0,,
2009,final,lv,fi,lv,fi,0,,
2009,final,lt,no,lt,no,12,,
2009,final,lt,is,lt,is,8,,
2009,final,lt,az,lt,az,5,,
2009,final,lt,tr,lt,tr,0,,
2009,final,lt,gb,lt,gb,3,,
2009,final,lt,ee,lt,ee,10,,
2009,final,lt,gr,lt,gr,0,,
2009,final,lt,fr,lt,fr,6,,
2009,final,lt,ba,lt,ba,0,,
2009,final,lt,am,lt,am,0,,
2009,final,lt,ru,lt,ru,7,,
2009,final,lt,ua,lt,ua,4,,
2009,final,lt,dk,lt,dk,2,,
2009,final,lt,md,lt,md,0,,
2009,final,lt,pt,lt,pt,0,,
2009,final,lt,il,lt,il,0,,
2009,final,lt,al,lt,al,0,,
2009,final,lt,hr,lt,hr,0,,
2009,final,lt,ro,lt,ro,0,,
2009,final,lt,de,lt,de,0,,
2009,final,lt,se,lt,se,0,,
2009,final,lt,mt,lt,mt,1,,
2009,final,lt,lt,lt,lt,0,,
2009,final,lt,es,lt,es,0,,
2009,final,lt,fi,lt,fi,0,,
2009,final,mt,no,mt,no,8,,
2009,final,mt,is,mt,is,12,,
2009,final,mt,az,mt,az,1,,
2009,final,mt,tr,mt,tr,5,,
2009,final,mt,gb,mt,gb,10,,
2009,final,mt,ee,mt,ee,0,,
2009,final,mt,gr,mt,gr,7,,
2009,final,mt,fr,mt,fr,0,,
2009,final,mt,ba,mt,ba,0,,
2009,final,mt,am,mt,am,0,,
2009,final,mt,ru,mt,ru,0,,
2009,final,mt,ua,mt,ua,2,,
2009,final,mt,dk,mt,dk,6,,
2009,final,mt,md,mt,md,0,,
2009,final,mt,pt,mt,pt,0,,
2009,final,mt,il,mt,il,0,,
2009,final,mt,al,mt,al,0,,
2009,final,mt,hr,mt,hr,0,,
2009,final,mt,ro,mt,ro,0,,
2009,final,mt,de,mt,de,0,,
2009,final,mt,se,mt,se,4,,
2009,final,mt,mt,mt,mt,0,,
2009,final,mt,lt,mt,lt,0,,
2009,final,mt,es,mt,es,0,,
2009,final,mt,fi,mt,fi,3,,
2009,final,md,no,md,no,8,,
2009,final,md,is,md,is,3,,
2009,final,md,az,md,az,10,,
2009,final,md,tr,md,tr,0,,
2009,final,md,gb,md,gb,1,,
2009,final,md,ee,md,ee,7,,
2009,final,md,gr,md,gr,0,,
2009,final,md,fr,md,fr,0,,
2009,final,md,ba,md,ba,0,,
2009,final,md,am,md,am,0,,
2009,final,md,ru,md,ru,6,,
2009,final,md,ua,md,ua,4,,
2009,final,md,dk,md,dk,5,,
2009,final,md,md,md,md,0,,
2009,final,md,pt,md,pt,0,,
2009,final,md,il,md,il,0,,
2009,final,md,al,md,al,0,,
2009,final,md,hr,md,hr,2,,
2009,final,md,ro,md,ro,12,,
2009,final,md,de,md,de,0,,
2009,final,md,se,md,se,0,,
2009,final,md,mt,md,mt,0,,
2009,final,md,lt,md,lt,0,,
2009,final,md,es,md,es,0,,
2009,final,md,fi,md,fi,0,,
2009,final,me,no,me,no,10,,
2009,final,me,is,me,is,5,,
2009,final,me,az,me,az,6,,
2009,final,me,tr,me,tr,3,,
2009,final,me,gb,me,gb,0,,
2009,final,me,ee,me,ee,0,,
2009,final,me,gr,me,gr,2,,
2009,final,me,fr,me,fr,1,,
2009,final,me,ba,me,ba,12,,
2009,final,me,am,me,am,0,,
2009,final,me,ru,me,ru,0,,
2009,final,me,ua,me,ua,0,,
2009,final,me,dk,me,dk,0,,
2009,final,me,md,me,md,0,,
2009,final,me,pt,me,pt,0,,
2009,final,me,il,me,il,4,,
2009,final,me,al,me,al,7,,
2009,final,me,hr,me,hr,8,,
2009,final,me,ro,me,ro,0,,
2009,final,me,de,me,de,0,,
2009,final,me,se,me,se,0,,
2009,final,me,mt,me,mt,0,,
2009,final,me,lt,me,lt,0,,
2009,final,me,es,me,es,0,,
2009,final,me,fi,me,fi,0,,
2009,final,nl,no,nl,no,12,,
2009,final,nl,is,nl,is,7,,
2009,final,nl,az,nl,az,10,,
2009,final,nl,tr,nl,tr,8,,
2009,final,nl,gb,nl,gb,3,,
2009,final,nl,ee,nl,ee,0,,
2009,final,nl,gr,nl,gr,1,,
2009,final,nl,fr,nl,fr,6,,
2009,final,nl,ba,nl,ba,4,,
2009,final,nl,am,nl,am,5,,
2009,final,nl,ru,nl,ru,0,,
2009,final,nl,ua,nl,ua,0,,
2009,final,nl,dk,nl,dk,0,,
2009,final,nl,md,nl,md,0,,
2009,final,nl,pt,nl,pt,0,,
2009,final,nl,il,nl,il,0,,
2009,final,nl,al,nl,al,0,,
2009,final,nl,hr,nl,hr,0,,
2009,final,nl,ro,nl,ro,0,,
2009,final,nl,de,nl,de,2,,
2009,final,nl,se,nl,se,0,,
2009,final,nl,mt,nl,mt,0,,
2009,final,nl,lt,nl,lt,0,,
2009,final,nl,es,nl,es,0,,
2009,final,nl,fi,nl,fi,0,,
2009,final,mk,no,mk,no,8,,
2009,final,mk,is,mk,is,2,,
2009,final,mk,az,mk,az,3,,
2009,final,mk,tr,mk,tr,12,,
2009,final,mk,gb,mk,gb,6,,
2009,final,mk,ee,mk,ee,0,,
2009,final,mk,gr,mk,gr,0,,
2009,final,mk,fr,mk,fr,0,,
2009,final,mk,ba,mk,ba,10,,
2009,final,mk,am,mk,am,1,,
2009,final,mk,ru,mk,ru,0,,
2009,final,mk,ua,mk,ua,0,,
2009,final,mk,dk,mk,dk,0,,
2009,final,mk,md,mk,md,0,,
2009,final,mk,pt,mk,pt,0,,
2009,final,mk,il,mk,il,0,,
2009,final,mk,al,mk,al,7,,
2009,final,mk,hr,mk,hr,4,,
2009,final,mk,ro,mk,ro,5,,
2009,final,mk,de,mk,de,0,,
2009,final,mk,se,mk,se,0,,
2009,final,mk,mt,mk,mt,0,,
2009,final,mk,lt,mk,lt,0,,
2009,final,mk,es,mk,es,0,,
2009,final,mk,fi,mk,fi,0,,
2009,final,no,no,no,no,0,,
2009,final,no,is,no,is,12,,
2009,final,no,az,no,az,10,,
2009,final,no,tr,no,tr,7,,
2009,final,no,gb,no,gb,2,,
2009,final,no,ee,no,ee,0,,
2009,final,no,gr,no,gr,0,,
2009,final,no,fr,no,fr,1,,
2009,final,no,ba,no,ba,0,,
2009,final,no,am,no,am,0,,
2009,final,no,ru,no,ru,0,,
2009,final,no,ua,no,ua,5,,
2009,final,no,dk,no,dk,8,,
2009,final,no,md,no,md,3,,
2009,final,no,pt,no,pt,0,,
2009,final,no,il,no,il,0,,
2009,final,no,al,no,al,0,,
2009,final,no,hr,no,hr,0,,
2009,final,no,ro,no,ro,0,,
2009,final,no,de,no,de,6,,
2009,final,no,se,no,se,4,,
2009,final,no,mt,no,mt,0,,
2009,final,no,lt,no,lt,0,,
2009,final,no,es,no,es,0,,
2009,final,no,fi,no,fi,0,,
2009,final,pl,no,pl,no,12,,
2009,final,pl,is,pl,is,1,,
2009,final,pl,az,pl,az,6,,
2009,final,pl,tr,pl,tr,0,,
2009,final,pl,gb,pl,gb,4,,
2009,final,pl,ee,pl,ee,8,,
2009,final,pl,gr,pl,gr,0,,
2009,final,pl,fr,pl,fr,0,,
2009,final,pl,ba,pl,ba,0,,
2009,final,pl,am,pl,am,2,,
2009,final,pl,ru,pl,ru,3,,
2009,final,pl,ua,pl,ua,10,,
2009,final,pl,dk,pl,dk,7,,
2009,final,pl,md,pl,md,5,,
2009,final,pl,pt,pl,pt,0,,
2009,final,pl,il,pl,il,0,,
2009,final,pl,al,pl,al,0,,
2009,final,pl,hr,pl,hr,0,,
2009,final,pl,ro,pl,ro,0,,
2009,final,pl,de,pl,de,0,,
2009,final,pl,se,pl,se,0,,
2009,final,pl,mt,pl,mt,0,,
2009,final,pl,lt,pl,lt,0,,
2009,final,pl,es,pl,es,0,,
2009,final,pl,fi,pl,fi,0,,
2009,final,pt,no,pt,no,5,,
2009,final,pt,is,pt,is,8,,
2009,final,pt,az,pt,az,0,,
2009,final,pt,tr,pt,tr,3,,
2009,final,pt,gb,pt,gb,10,,
2009,final,pt,ee,pt,ee,0,,
2009,final,pt,gr,pt,gr,0,,
2009,final,pt,fr,pt,fr,0,,
2009,final,pt,ba,pt,ba,0,,
2009,final,pt,am,pt,am,4,,
2009,final,pt,ru,pt,ru,0,,
2009,final,pt,ua,pt,ua,6,,
2009,final,pt,dk,pt,dk,0,,
2009,final,pt,md,pt,md,12,,
2009,final,pt,pt,pt,pt,0,,
2009,final,pt,il,pt,il,0,,
2009,final,pt,al,pt,al,0,,
2009,final,pt,hr,pt,hr,0,,
2009,final,pt,ro,pt,ro,2,,
2009,final,pt,de,pt,de,1,,
2009,final,pt,se,pt,se,0,,
2009,final,pt,mt,pt,mt,0,,
2009,final,pt,lt,pt,lt,0,,
2009,final,pt,es,pt,es,7,,
2009,final,pt,fi,pt,fi,0,,
2009,final,ro,no,ro,no,5,,
2009,final,ro,is,ro,is,10,,
2009,final,ro,az,ro,az,4,,
2009,final,ro,tr,ro,tr,6,,
2009,final,ro,gb,ro,gb,0,,
2009,final,ro,ee,ro,ee,1,,
2009,final,ro,gr,ro,gr,8,,
2009,final,ro,fr,ro,fr,0,,
2009,final,ro,ba,ro,ba,0,,
2009,final,ro,am,ro,am,7,,
2009,final,ro,ru,ro,ru,0,,
2009,final,ro,ua,ro,ua,0,,
2009,final,ro,dk,ro,dk,2,,
2009,final,ro,md,ro,md,12,,
2009,final,ro,pt,ro,pt,0,,
2009,final,ro,il,ro,il,0,,
2009,final,ro,al,ro,al,0,,
2009,final,ro,hr,ro,hr,0,,
2009,final,ro,ro,ro,ro,0,,
2009,final,ro,de,ro,de,0,,
2009,final,ro,se,ro,se,0,,
2009,final,ro,mt,ro,mt,3,,
2009,final,ro,lt,ro,lt,0,,
2009,final,ro,es,ro,es,0,,
2009,final,ro,fi,ro,fi,0,,
2009,final,ru,no,ru,no,12,,
2009,final,ru,is,ru,is,3,,
2009,final,ru,az,ru,az,7,,
2009,final,ru,tr,ru,tr,0,,
2009,final,ru,gb,ru,gb,6,,
2009,final,ru,ee,ru,ee,8,,
2009,final,ru,gr,ru,gr,4,,
2009,final,ru,fr,ru,fr,10,,
2009,final,ru,ba,ru,ba,0,,
2009,final,ru,am,ru,am,5,,
2009,final,ru,ru,ru,ru,0,,
2009,final,ru,ua,ru,ua,2,,
2009,final,ru,dk,ru,dk,0,,
2009,final,ru,md,ru,md,1,,
2009,final,ru,pt,ru,pt,0,,
2009,final,ru,il,ru,il,0,,
2009,final,ru,al,ru,al,0,,
2009,final,ru,hr,ru,hr,0,,
2009,final,ru,ro,ru,ro,0,,
2009,final,ru,de,ru,de,0,,
2009,final,ru,se,ru,se,0,,
2009,final,ru,mt,ru,mt,0,,
2009,final,ru,lt,ru,lt,0,,
2009,final,ru,es,ru,es,0,,
2009,final,ru,fi,ru,fi,0,,
2009,final,rs,no,rs,no,10,,
2009,final,rs,is,rs,is,0,,
2009,final,rs,az,rs,az,4,,
2009,final,rs,tr,rs,tr,0,,
2009,final,rs,gb,rs,gb,8,,
2009,final,rs,ee,rs,ee,0,,
2009,final,rs,gr,rs,gr,6,,
2009,final,rs,fr,rs,fr,3,,
2009,final,rs,ba,rs,ba,12,,
2009,final,rs,am,rs,am,0,,
2009,final,rs,ru,rs,ru,0,,
2009,final,rs,ua,rs,ua,0,,
2009,final,rs,dk,rs,dk,1,,
2009,final,rs,md,rs,md,0,,
2009,final,rs,pt,rs,pt,0,,
2009,final,rs,il,rs,il,0,,
2009,final,rs,al,rs,al,0,,
2009,final,rs,hr,rs,hr,5,,
2009,final,rs,ro,rs,ro,2,,
2009,final,rs,de,rs,de,0,,
2009,final,rs,se,rs,se,0,,
2009,final,rs,mt,rs,mt,7,,
2009,final,rs,lt,rs,lt,0,,
2009,final,rs,es,rs,es,0,,
2009,final,rs,fi,rs,fi,0,,
2009,final,sk,no,sk,no,10,,
2009,final,sk,is,sk,is,6,,
2009,final,sk,az,sk,az,4,,
2009,final,sk,tr,sk,tr,0,,
2009,final,sk,gb,sk,gb,7,,
2009,final,sk,ee,sk,ee,12,,
2009,final,sk,gr,sk,gr,0,,
2009,final,sk,fr,sk,fr,0,,
2009,final,sk,ba,sk,ba,8,,
2009,final,sk,am,sk,am,3,,
2009,final,sk,ru,sk,ru,0,,
2009,final,sk,ua,sk,ua,1,,
2009,final,sk,dk,sk,dk,0,,
2009,final,sk,md,sk,md,0,,
2009,final,sk,pt,sk,pt,2,,
2009,final,sk,il,sk,il,5,,
2009,final,sk,al,sk,al,0,,
2009,final,sk,hr,sk,hr,0,,
2009,final,sk,ro,sk,ro,0,,
2009,final,sk,de,sk,de,0,,
2009,final,sk,se,sk,se,0,,
2009,final,sk,mt,sk,mt,0,,
2009,final,sk,lt,sk,lt,0,,
2009,final,sk,es,sk,es,0,,
2009,final,sk,fi,sk,fi,0,,
2009,final,si,no,si,no,12,,
2009,final,si,is,si,is,5,,
2009,final,si,az,si,az,1,,
2009,final,si,tr,si,tr,0,,
2009,final,si,gb,si,gb,3,,
2009,final,si,ee,si,ee,0,,
2009,final,si,gr,si,gr,4,,
2009,final,si,fr,si,fr,7,,
2009,final,si,ba,si,ba,10,,
2009,final,si,am,si,am,0,,
2009,final,si,ru,si,ru,0,,
2009,final,si,ua,si,ua,0,,
2009,final,si,dk,si,dk,8,,
2009,final,si,md,si,md,0,,
2009,final,si,pt,si,pt,0,,
2009,final,si,il,si,il,0,,
2009,final,si,al,si,al,2,,
2009,final,si,hr,si,hr,6,,
2009,final,si,ro,si,ro,0,,
2009,final,si,de,si,de,0,,
2009,final,si,se,si,se,0,,
2009,final,si,mt,si,mt,0,,
2009,final,si,lt,si,lt,0,,
2009,final,si,es,si,es,0,,
2009,final,si,fi,si,fi,0,,
2009,final,es,no,es,no,12,,
2009,final,es,is,es,is,0,,
2009,final,es,az,es,az,0,,
2009,final,es,tr,es,tr,2,,
2009,final,es,gb,es,gb,10,,
2009,final,es,ee,es,ee,0,,
2009,final,es,gr,es,gr,1,,
2009,final,es,fr,es,fr,3,,
2009,final,es,ba,es,ba,0,,
2009,final,es,am,es,am,4,,
2009,final,es,ru,es,ru,0,,
2009,final,es,ua,es,ua,6,,
2009,final,es,dk,es,dk,0,,
2009,final,es,md,es,md,5,,
2009,final,es,pt,es,pt,8,,
2009,final,es,il,es,il,0,,
2009,final,es,al,es,al,0,,
2009,final,es,hr,es,hr,0,,
2009,final,es,ro,es,ro,7,,
2009,final,es,de,es,de,0,,
2009,final,es,se,es,se,0,,
2009,final,es,mt,es,mt,0,,
2009,final,es,lt,es,lt,0,,
2009,final,es,es,es,es,0,,
2009,final,es,fi,es,fi,0,,
2009,final,se,no,se,no,12,,
2009,final,se,is,se,is,10,,
2009,final,se,az,se,az,8,,
2009,final,se,tr,se,tr,6,,
2009,final,se,gb,se,gb,0,,
2009,final,se,ee,se,ee,7,,
2009,final,se,gr,se,gr,2,,
2009,final,se,fr,se,fr,0,,
2009,final,se,ba,se,ba,5,,
2009,final,se,am,se,am,3,,
2009,final,se,ru,se,ru,0,,
2009,final,se,ua,se,ua,0,,
2009,final,se,dk,se,dk,0,,
2009,final,se,md,se,md,0,,
2009,final,se,pt,se,pt,0,,
2009,final,se,il,se,il,0,,
2009,final,se,al,se,al,1,,
2009,final,se,hr,se,hr,0,,
2009,final,se,ro,se,ro,0,,
2009,final,se,de,se,de,0,,
2009,final,se,se,se,se,0,,
2009,final,se,mt,se,mt,0,,
2009,final,se,lt,se,lt,0,,
2009,final,se,es,se,es,0,,
2009,final,se,fi,se,fi,4,,
2009,final,ch,no,ch,no,8,,
2009,final,ch,is,ch,is,5,,
2009,final,ch,az,ch,az,0,,
2009,final,ch,tr,ch,tr,12,,
2009,final,ch,gb,ch,gb,0,,
2009,final,ch,ee,ch,ee,0,,
2009,final,ch,gr,ch,gr,2,,
2009,final,ch,fr,ch,fr,7,,
2009,final,ch,ba,ch,ba,4,,
2009,final,ch,am,ch,am,0,,
2009,final,ch,ru,ch,ru,0,,
2009,final,ch,ua,ch,ua,0,,
2009,final,ch,dk,ch,dk,0,,
2009,final,ch,md,ch,md,0,,
2009,final,ch,pt,ch,pt,10,,
2009,final,ch,il,ch,il,1,,
2009,final,ch,al,ch,al,6,,
2009,final,ch,hr,ch,hr,0,,
2009,final,ch,ro,ch,ro,0,,
2009,final,ch,de,ch,de,0,,
2009,final,ch,se,ch,se,0,,
2009,final,ch,mt,ch,mt,0,,
2009,final,ch,lt,ch,lt,0,,
2009,final,ch,es,ch,es,3,,
2009,final,ch,fi,ch,fi,0,,
2009,final,tr,no,tr,no,3,,
2009,final,tr,is,tr,is,2,,
2009,final,tr,az,tr,az,12,,
2009,final,tr,tr,tr,tr,0,,
2009,final,tr,gb,tr,gb,0,,
2009,final,tr,ee,tr,ee,0,,
2009,final,tr,gr,tr,gr,0,,
2009,final,tr,fr,tr,fr,0,,
2009,final,tr,ba,tr,ba,8,,
2009,final,tr,am,tr,am,6,,
2009,final,tr,ru,tr,ru,4,,
2009,final,tr,ua,tr,ua,0,,
2009,final,tr,dk,tr,dk,0,,
2009,final,tr,md,tr,md,7,,
2009,final,tr,pt,tr,pt,0,,
2009,final,tr,il,tr,il,0,,
2009,final,tr,al,tr,al,10,,
2009,final,tr,hr,tr,hr,0,,
2009,final,tr,ro,tr,ro,5,,
2009,final,tr,de,tr,de,1,,
2009,final,tr,se,tr,se,0,,
2009,final,tr,mt,tr,mt,0,,
2009,final,tr,lt,tr,lt,0,,
2009,final,tr,es,tr,es,0,,
2009,final,tr,fi,tr,fi,0,,
